student_id;id_taxista;weekday;latitude;longitude;cluster;iscore
369609;10311; 2008-02-05 ;39.80373;116.54611;-1;0
369609;10311; 2008-02-05 ;39.80373;116.54611;-1;0
369609;10311; 2008-02-05 ;39.80373;116.54611;-1;0
369609;10311; 2008-02-05 ;39.80373;116.54609;-1;0
369609;10311; 2008-02-05 ;39.80373;116.54609;-1;0
369609;10313; 2008-02-05 ;39.76197;116.3688;-1;0
369609;10313; 2008-02-05 ;39.76271;116.37454;-1;0
369609;10315; 2008-02-05 ;39.90843;116.60268;-1;0
369609;10315; 2008-02-05 ;39.90844;116.60268;-1;0
369609;10315; 2008-02-05 ;39.90844;116.60268;-1;0
369609;10315; 2008-02-05 ;39.90845;116.60268;-1;0
369609;10315; 2008-02-05 ;39.90845;116.60268;-1;0
369609;10315; 2008-02-05 ;39.90845;116.60269;-1;0
369609;10319; 2008-02-05 ;39.8488;116.28626;-1;0
369609;10319; 2008-02-05 ;39.89183;116.27281;-1;0
369609;10319; 2008-02-05 ;39.89554;116.29078;-1;0
369609;10319; 2008-02-05 ;39.89791;116.35672;12;0
369609;10319; 2008-02-05 ;39.8878;116.36909;-1;0
369609;10319; 2008-02-05 ;39.89102;116.39975;1;0
369609;10323; 2008-02-05 ;39.92242;116.32837;-1;0
369609;10323; 2008-02-05 ;39.90669;116.31483;4;0
369609;10323; 2008-02-05 ;39.90665;116.31484;4;0
369609;10323; 2008-02-05 ;39.90665;116.31484;4;0
369609;10324; 2008-02-05 ;39.86908;116.37971;-1;0
369609;10327; 2008-02-05 ;40.03856;116.33778;-1;0
369609;10327; 2008-02-05 ;40.03779;116.33564;-1;0
369609;10327; 2008-02-05 ;40.03743;116.33526;-1;0
369609;10327; 2008-02-05 ;39.99202;116.33091;-1;0
369609;10327; 2008-02-05 ;39.99202;116.33091;-1;0
369609;10327; 2008-02-05 ;39.99203;116.33093;-1;0
369609;10327; 2008-02-05 ;39.99203;116.33093;-1;0
369609;10327; 2008-02-05 ;39.97612;116.36373;-1;0
369609;10327; 2008-02-05 ;39.97562;116.36368;-1;0
369609;10327; 2008-02-05 ;39.9733;116.35945;-1;0
369609;10327; 2008-02-05 ;39.99193;116.34298;-1;0
369609;1034; 2008-02-05 ;40.1625;116.63824;-1;0
369609;1034; 2008-02-05 ;40.16251;116.63823;-1;0
369609;1034; 2008-02-05 ;40.16252;116.63823;-1;0
369609;10341; 2008-02-05 ;39.90821;116.51663;-1;0
369609;10341; 2008-02-05 ;39.90825;116.51663;-1;0
369609;10341; 2008-02-05 ;39.90825;116.51663;-1;0
369609;10341; 2008-02-05 ;39.9048;116.52446;-1;0
369609;10341; 2008-02-05 ;39.9048;116.52446;-1;0
369609;10341; 2008-02-05 ;39.9048;116.52446;-1;0
369609;10341; 2008-02-05 ;39.9048;116.52446;-1;0
369609;10341; 2008-02-05 ;39.9048;116.52446;-1;0
369609;10341; 2008-02-05 ;39.9048;116.52446;-1;0
369609;10341; 2008-02-05 ;39.9048;116.52446;-1;0
369609;10341; 2008-02-05 ;39.9048;116.52446;-1;0
369609;10341; 2008-02-05 ;39.9048;116.52446;-1;0
369609;10341; 2008-02-05 ;39.9048;116.52446;-1;0
369609;10341; 2008-02-05 ;39.9048;116.52446;-1;0
369609;10341; 2008-02-05 ;39.9048;116.52446;-1;0
369609;10341; 2008-02-05 ;39.9048;116.52446;-1;0
369609;10341; 2008-02-05 ;39.9048;116.52446;-1;0
369609;10341; 2008-02-05 ;39.9048;116.52446;-1;0
369609;10341; 2008-02-05 ;39.9048;116.52446;-1;0
369609;10341; 2008-02-05 ;39.9048;116.52446;-1;0
369609;10341; 2008-02-05 ;39.9048;116.52446;-1;0
369609;10341; 2008-02-05 ;39.9048;116.52446;-1;0
369609;10341; 2008-02-05 ;39.9048;116.52446;-1;0
369609;10345; 2008-02-05 ;39.95126;116.4904;-1;0
369609;10345; 2008-02-05 ;39.95126;116.4904;-1;0
369609;10345; 2008-02-05 ;39.95126;116.4904;-1;0
369609;10345; 2008-02-05 ;39.95126;116.4904;-1;0
369609;10345; 2008-02-05 ;39.95126;116.4904;-1;0
369609;10345; 2008-02-05 ;39.95126;116.4904;-1;0
369609;10345; 2008-02-05 ;39.95126;116.4904;-1;0
369609;10345; 2008-02-05 ;39.95126;116.4904;-1;0
369609;10345; 2008-02-05 ;39.95126;116.4904;-1;0
369609;10345; 2008-02-05 ;39.95126;116.4904;-1;0
369609;10345; 2008-02-05 ;39.95126;116.4904;-1;0
369609;10345; 2008-02-05 ;39.95126;116.4904;-1;0
369609;10345; 2008-02-05 ;39.95126;116.4904;-1;0
369609;10345; 2008-02-05 ;39.95126;116.4904;-1;0
369609;10345; 2008-02-05 ;39.95126;116.4904;-1;0
369609;10345; 2008-02-05 ;39.95126;116.4904;-1;0
