student_id;id_taxista;weekday;latitude;longitude;cluster;iscore;vertex
369609;10313; 2008-02-03;39.8034;116.39672;-1;0;24788
369609;10313; 2008-02-03;39.8034;116.39673;-1;0;24788
369609;10313; 2008-02-03;39.78603;116.41302;-1;0;38491
369609;10313; 2008-02-03;39.78334;116.39355;-1;0;38495
369609;10313; 2008-02-03;39.78452;116.39268;-1;0;38496
369609;10313; 2008-02-03;39.78457;116.39276;-1;0;38496
369609;10313; 2008-02-03;39.78457;116.39276;-1;0;38496
369609;10313; 2008-02-03;39.78457;116.39276;-1;0;38496
369609;10313; 2008-02-03;39.78457;116.39276;-1;0;38496
369609;10313; 2008-02-03;39.78457;116.39276;-1;0;38496
369609;10313; 2008-02-03;39.78457;116.39276;-1;0;38496
369609;10313; 2008-02-03;39.78457;116.39276;-1;0;38496
369609;10313; 2008-02-03;39.78457;116.39276;-1;0;38496
369609;10313; 2008-02-03;39.78457;116.39276;-1;0;38496
369609;10313; 2008-02-03;39.78457;116.39276;-1;0;38496
369609;10313; 2008-02-03;39.78457;116.39276;-1;0;38496
369609;10313; 2008-02-03;39.78457;116.39276;-1;0;38496
369609;10313; 2008-02-03;39.78457;116.39276;-1;0;38496
369609;10313; 2008-02-03;39.78457;116.39276;-1;0;38496
369609;10313; 2008-02-03;39.78457;116.39276;-1;0;38496
369609;10313; 2008-02-03;39.78457;116.39276;-1;0;38496
369609;10313; 2008-02-03;39.78457;116.39276;-1;0;38496
369609;10313; 2008-02-03;39.78457;116.39276;-1;0;38496
369609;10313; 2008-02-03;39.78457;116.39276;-1;0;38496
369609;10314; 2008-02-03;39.90518;116.62662;-1;0;11292
369609;10314; 2008-02-03;39.9048;116.62942;-1;0;22688
369609;10314; 2008-02-03;39.90517;116.62975;-1;0;3352
369609;10314; 2008-02-03;39.90556;116.62763;-1;0;3353
369609;10314; 2008-02-03;39.90844;116.59035;-1;0;19783
369609;10314; 2008-02-03;39.90843;116.58911;-1;0;19781
369609;10314; 2008-02-03;40.00754;116.49747;1;1;29826
369609;10314; 2008-02-03;40.00788;116.49633;1;1;29821
369609;10315; 2008-02-03;39.90844;116.60281;-1;0;13643
369609;10315; 2008-02-03;39.90844;116.6028;-1;0;13643
369609;10315; 2008-02-03;39.90844;116.6028;-1;0;13643
369609;10315; 2008-02-03;39.90845;116.6028;-1;0;13643
369609;10317; 2008-02-03;39.91731;116.49974;2;1;29718
369609;10317; 2008-02-03;39.91731;116.49974;2;1;29718
369609;10317; 2008-02-03;39.91731;116.49974;2;1;29718
369609;10317; 2008-02-03;39.91731;116.49974;2;1;29718
369609;10317; 2008-02-03;39.91731;116.49974;2;1;29718
369609;10317; 2008-02-03;39.91731;116.49974;2;1;29718
369609;10317; 2008-02-03;39.91731;116.49974;2;1;29718
369609;10317; 2008-02-03;39.91731;116.49974;2;1;29718
369609;10317; 2008-02-03;39.91731;116.49974;2;1;29718
369609;10317; 2008-02-03;39.91731;116.49974;2;1;29718
369609;10317; 2008-02-03;39.91731;116.49974;2;1;29718
369609;10317; 2008-02-03;39.91731;116.49974;2;1;29718
369609;10317; 2008-02-03;39.91731;116.49974;2;1;29718
369609;10317; 2008-02-03;39.91731;116.49974;2;1;29718
369609;10317; 2008-02-03;39.91731;116.49974;2;1;29718
369609;10317; 2008-02-03;39.91731;116.49974;2;1;29718
369609;10317; 2008-02-03;39.91731;116.49974;2;1;29718
369609;10317; 2008-02-03;39.91731;116.49974;2;1;29718
369609;10317; 2008-02-03;39.91731;116.49974;2;1;29718
369609;10317; 2008-02-03;39.91731;116.49974;2;1;29718
369609;10317; 2008-02-03;39.91731;116.49974;2;1;29718
369609;10319; 2008-02-03;39.93424;116.34251;2;1;15595
369609;10319; 2008-02-03;39.9377;116.35249;2;1;6087
369609;10319; 2008-02-03;39.91024;116.36497;2;1;5509
369609;10319; 2008-02-03;39.89906;116.37792;2;1;23348
369609;10319; 2008-02-03;39.89588;116.40931;2;1;3577
369609;10323; 2008-02-03;39.91001;116.32848;2;1;23096
369609;10323; 2008-02-03;39.90523;116.31513;3;1;3902
369609;10323; 2008-02-03;39.89552;116.31559;2;1;3898
369609;10323; 2008-02-03;39.89548;116.31585;2;1;3898
369609;10323; 2008-02-03;39.8955;116.31585;2;1;3898
369609;10323; 2008-02-03;39.8955;116.31598;2;1;3898
369609;10323; 2008-02-03;39.89551;116.31596;2;1;3898
369609;10323; 2008-02-03;39.89551;116.31596;2;1;3898
369609;10323; 2008-02-03;39.89554;116.31589;2;1;3898
369609;10323; 2008-02-03;39.89554;116.31589;2;1;3898
369609;10323; 2008-02-03;39.89554;116.31589;2;1;3898
369609;10323; 2008-02-03;39.89554;116.31589;2;1;3898
369609;10323; 2008-02-03;39.89554;116.31589;2;1;3898
369609;10324; 2008-02-03;39.99158;116.46345;21;0;30708
369609;10324; 2008-02-03;39.94845;116.42575;2;1;3363
369609;10324; 2008-02-03;39.94546;116.41043;2;1;6335
369609;10324; 2008-02-03;39.93217;116.40861;2;1;4206
369609;10324; 2008-02-03;39.93231;116.44068;2;1;32639
369609;10327; 2008-02-03;39.99169;116.33064;4;1;22019
369609;10327; 2008-02-03;39.99165;116.33188;4;1;28411
369609;10327; 2008-02-03;39.9876;116.33426;4;0;22471
369609;10327; 2008-02-03;39.97038;116.34701;2;1;21490
369609;10327; 2008-02-03;39.95983;116.34734;2;0;21485
369609;10327; 2008-02-03;39.89599;116.32418;2;1;23100
369609;10327; 2008-02-03;39.8833;116.32049;2;0;35108
369609;10327; 2008-02-03;39.88241;116.32054;2;0;35107
369609;10327; 2008-02-03;39.876;116.33003;-1;0;35944
369609;10327; 2008-02-03;39.87587;116.32337;-1;0;8986
369609;10327; 2008-02-03;39.89903;116.32291;2;1;15673
369609;10327; 2008-02-03;39.90091;116.32284;2;0;15680
369609;10327; 2008-02-03;39.90588;116.3434;2;1;15700
369609;10327; 2008-02-03;39.90582;116.349;2;1;3960
369609;10332; 2008-02-03;39.86186;116.42774;5;1;15445
369609;10332; 2008-02-03;39.86186;116.42774;5;1;15445
369609;10332; 2008-02-03;39.86186;116.42774;5;1;15445
369609;10332; 2008-02-03;39.86186;116.42774;5;1;15445
369609;10332; 2008-02-03;39.86186;116.42774;5;1;15445
369609;10332; 2008-02-03;39.86186;116.42774;5;1;15445
369609;10332; 2008-02-03;39.86186;116.42774;5;1;15445
369609;10332; 2008-02-03;39.86186;116.42774;5;1;15445
369609;10332; 2008-02-03;39.86186;116.42774;5;1;15445
369609;10332; 2008-02-03;39.86186;116.42774;5;1;15445
369609;10332; 2008-02-03;39.86186;116.42774;5;1;15445
369609;10332; 2008-02-03;39.86186;116.42774;5;1;15445
369609;10332; 2008-02-03;39.86186;116.42774;5;1;15445
369609;1034; 2008-02-03;39.93677;116.40226;2;1;29832
369609;1034; 2008-02-03;39.93801;116.39688;2;1;299
369609;1034; 2008-02-03;39.90459;116.32878;2;1;25407
369609;1034; 2008-02-03;39.94579;116.34985;2;1;21471
369609;1034; 2008-02-03;39.90607;116.34723;2;1;23396
369609;1034; 2008-02-03;39.89508;116.31408;2;1;25826
369609;1034; 2008-02-03;39.89508;116.31408;2;1;25826
369609;10345; 2008-02-03;40.05993;116.79624;-1;0;12120
369609;10345; 2008-02-03;40.05993;116.79624;-1;0;12120
369609;10345; 2008-02-03;40.05993;116.79624;-1;0;12120
369609;10345; 2008-02-03;40.05993;116.79624;-1;0;12120
369609;10345; 2008-02-03;40.05993;116.79624;-1;0;12120
369609;10345; 2008-02-03;40.05993;116.79624;-1;0;12120
369609;10345; 2008-02-03;40.05993;116.79624;-1;0;12120
369609;10345; 2008-02-03;40.05993;116.79624;-1;0;12120
369609;10345; 2008-02-03;40.05993;116.79624;-1;0;12120
369609;10345; 2008-02-03;40.05993;116.79624;-1;0;12120
369609;10345; 2008-02-03;40.05993;116.79624;-1;0;12120
369609;10345; 2008-02-03;40.05993;116.79624;-1;0;12120
369609;10345; 2008-02-03;40.05993;116.79624;-1;0;12120
369609;10345; 2008-02-03;40.05993;116.79624;-1;0;12120
369609;10345; 2008-02-03;40.05993;116.79624;-1;0;12120
369609;10345; 2008-02-03;40.05993;116.79624;-1;0;12120
369609;10345; 2008-02-03;40.05993;116.79624;-1;0;12120
369609;10345; 2008-02-03;40.05993;116.79624;-1;0;12120
369609;10345; 2008-02-03;40.05993;116.79624;-1;0;12120
369609;10355; 2008-02-03;39.88483;116.39233;2;0;685
369609;10355; 2008-02-03;39.88483;116.39233;2;0;685
369609;10355; 2008-02-03;39.88483;116.39233;2;0;685
369609;10355; 2008-02-03;39.88483;116.39233;2;0;685
369609;10355; 2008-02-03;39.88483;116.39233;2;0;685
369609;10355; 2008-02-03;39.88483;116.39233;2;0;685
369609;10355; 2008-02-03;39.88483;116.39233;2;0;685
369609;10355; 2008-02-03;39.88483;116.39233;2;0;685
369609;10355; 2008-02-03;39.88483;116.39233;2;0;685
369609;10355; 2008-02-03;39.88483;116.39233;2;0;685
369609;10355; 2008-02-03;39.88483;116.39233;2;0;685
369609;10355; 2008-02-03;39.88483;116.39233;2;0;685
369609;10355; 2008-02-03;39.88483;116.39233;2;0;685
369609;10355; 2008-02-03;39.88483;116.39233;2;0;685
369609;10355; 2008-02-03;39.88483;116.39233;2;0;685
369609;10355; 2008-02-03;39.88483;116.39233;2;0;685
369609;10355; 2008-02-03;39.88483;116.39233;2;0;685
369609;10355; 2008-02-03;39.88483;116.39233;2;0;685
369609;10357; 2008-02-03;39.94418;116.54497;-1;0;32461
369609;10357; 2008-02-03;39.94418;116.54497;-1;0;32461
369609;10357; 2008-02-03;39.94418;116.54497;-1;0;32461
369609;10357; 2008-02-03;39.94418;116.54497;-1;0;32461
369609;10357; 2008-02-03;39.94418;116.54497;-1;0;32461
369609;10357; 2008-02-03;39.94418;116.54497;-1;0;32461
369609;10357; 2008-02-03;39.94418;116.54497;-1;0;32461
369609;10357; 2008-02-03;39.94418;116.54497;-1;0;32461
369609;10357; 2008-02-03;39.94418;116.54497;-1;0;32461
369609;10357; 2008-02-03;39.94418;116.54497;-1;0;32461
369609;10357; 2008-02-03;39.94418;116.54497;-1;0;32461
369609;10357; 2008-02-03;39.94418;116.54497;-1;0;32461
369609;10357; 2008-02-03;39.94418;116.54497;-1;0;32461
369609;10357; 2008-02-03;39.94418;116.54497;-1;0;32461
369609;10357; 2008-02-03;39.94418;116.54497;-1;0;32461
369609;1038; 2008-02-03;40.10647;116.6565;-1;0;12090
369609;1038; 2008-02-03;40.10643;116.65656;-1;0;12090
369609;1039; 2008-02-03;39.93082;116.43709;2;1;492
369609;1039; 2008-02-03;39.92699;116.43747;2;1;8769
369609;1039; 2008-02-03;39.91442;116.49679;2;0;29699
369609;1039; 2008-02-03;39.91477;116.46863;2;1;29740
369609;1041; 2008-02-03;39.94614;116.43709;2;1;654
369609;1041; 2008-02-03;39.94586;116.43639;2;1;28171
369609;1041; 2008-02-03;39.94577;116.43655;2;1;28176
369609;1041; 2008-02-03;39.94585;116.43656;2;1;28176
369609;1044; 2008-02-03;39.8197;116.39541;-1;0;38482
369609;1045; 2008-02-03;40.06111;116.82649;-1;0;39067
369609;1045; 2008-02-03;40.06112;116.82649;-1;0;39067
369609;1045; 2008-02-03;40.06114;116.82649;-1;0;39067
369609;1045; 2008-02-03;40.06114;116.82649;-1;0;39067
369609;1045; 2008-02-03;40.06114;116.82649;-1;0;39067
369609;1045; 2008-02-03;40.06115;116.82648;-1;0;39067
369609;1045; 2008-02-03;40.06115;116.82648;-1;0;39067
369609;1046; 2008-02-03;40.18584;116.63585;-1;0;8539
369609;1046; 2008-02-03;40.22481;116.62094;-1;0;33690
369609;1046; 2008-02-03;40.22581;116.62026;-1;0;33690
369609;1046; 2008-02-03;40.22581;116.62026;-1;0;33690
369609;1047; 2008-02-03;40.17385;116.9198;-1;0;39209
369609;1047; 2008-02-03;40.17385;116.9198;-1;0;39209
369609;1047; 2008-02-03;40.17385;116.91979;-1;0;39209
369609;1047; 2008-02-03;40.17385;116.91979;-1;0;39209
369609;105; 2008-02-03;40.07729;116.58741;6;1;16522
369609;105; 2008-02-03;40.0356;116.56723;-1;0;18237
369609;105; 2008-02-03;39.95657;116.44723;2;1;16602
369609;105; 2008-02-03;39.99992;116.51017;-1;0;31460
369609;1050; 2008-02-03;39.89563;116.32179;2;1;3849
369609;1052; 2008-02-03;40.03899;116.70173;-1;0;17791
369609;1056; 2008-02-03;40.1178;116.89448;-1;0;39205
369609;1056; 2008-02-03;40.11782;116.89449;-1;0;39205
369609;1057; 2008-02-03;40.11684;116.58166;-1;0;22603
369609;1057; 2008-02-03;40.13142;116.67586;-1;0;8121
369609;1057; 2008-02-03;40.1465;116.7934;-1;0;39223
369609;1057; 2008-02-03;40.16537;116.91124;-1;0;39209
369609;1057; 2008-02-03;40.16582;116.91614;-1;0;39209
369609;1066; 2008-02-03;40.011;116.5101;1;1;28117
369609;1066; 2008-02-03;40.011;116.51009;1;1;28117
369609;1067; 2008-02-03;39.96576;116.43409;2;1;8529
369609;1067; 2008-02-03;39.9318;116.44958;2;1;488
369609;1067; 2008-02-03;39.93457;116.44812;2;1;798
369609;1068; 2008-02-03;39.96535;116.3221;7;1;25558
369609;1068; 2008-02-03;39.96563;116.32186;7;1;25548
369609;1068; 2008-02-03;39.96555;116.32174;7;1;25548
369609;1068; 2008-02-03;39.95714;116.32869;7;1;2741
369609;1068; 2008-02-03;39.93478;116.3038;2;1;4424
369609;1068; 2008-02-03;39.9658;116.31794;7;1;2407
369609;1068; 2008-02-03;39.97511;116.32767;7;0;28405
369609;1068; 2008-02-03;39.99113;116.33083;4;1;7086
369609;1068; 2008-02-03;39.98465;116.32705;4;0;22250
369609;1070; 2008-02-03;39.65108;116.16902;-1;0;8199
369609;1070; 2008-02-03;39.65109;116.169;-1;0;8199
369609;1070; 2008-02-03;39.6511;116.169;-1;0;8199
369609;1070; 2008-02-03;39.65112;116.16902;-1;0;8199
369609;1070; 2008-02-03;39.65111;116.16902;-1;0;8199
369609;1070; 2008-02-03;39.6511;116.16901;-1;0;8199
369609;1070; 2008-02-03;39.65111;116.169;-1;0;8199
369609;1070; 2008-02-03;39.6511;116.16902;-1;0;8199
369609;1070; 2008-02-03;39.65109;116.16903;-1;0;8199
369609;108; 2008-02-03;40.00164;116.52364;-1;0;37037
369609;108; 2008-02-03;40.00164;116.52364;-1;0;37037
369609;108; 2008-02-03;40.00164;116.52364;-1;0;37037
369609;108; 2008-02-03;40.00164;116.52364;-1;0;37037
369609;108; 2008-02-03;40.00164;116.52364;-1;0;37037
369609;108; 2008-02-03;40.00164;116.52364;-1;0;37037
369609;108; 2008-02-03;40.00164;116.52364;-1;0;37037
369609;108; 2008-02-03;40.00164;116.52364;-1;0;37037
369609;108; 2008-02-03;40.00164;116.52364;-1;0;37037
369609;108; 2008-02-03;40.00164;116.52364;-1;0;37037
369609;108; 2008-02-03;40.00164;116.52364;-1;0;37037
369609;108; 2008-02-03;40.00164;116.52364;-1;0;37037
369609;108; 2008-02-03;40.00164;116.52364;-1;0;37037
369609;108; 2008-02-03;40.00164;116.52364;-1;0;37037
