student_id;id_taxista;weekday;latitude;longitude;cluster;iscore
369609;1; 2008-02-03;39.85167;116.69167;-1;0
369609;1; 2008-02-03;39.85183;116.69176;-1;0
369609;1; 2008-02-03;39.85174;116.69173;-1;0
369609;1; 2008-02-03;39.85179;116.69172;-1;0
369609;10000; 2008-02-03;39.93674;116.35954;-1;0
369609;10000; 2008-02-03;39.93677;116.35954;-1;0
369609;10000; 2008-02-03;39.93675;116.35949;-1;0
369609;10000; 2008-02-03;39.93678;116.35967;-1;0
369609;10000; 2008-02-03;39.93669;116.35964;-1;0
369609;10000; 2008-02-03;39.93672;116.35963;-1;0
369609;10000; 2008-02-03;39.93668;116.35959;-1;0
369609;10010; 2008-02-03;39.88934;116.45378;1;1
369609;10010; 2008-02-03;39.88941;116.45368;1;1
369609;10010; 2008-02-03;39.88943;116.45364;1;1
369609;10010; 2008-02-03;39.88941;116.45365;1;1
369609;10010; 2008-02-03;39.88944;116.4536;1;1
369609;10016; 2008-02-03;39.96842;116.08074;-1;0
369609;10016; 2008-02-03;39.96848;116.08077;-1;0
369609;10016; 2008-02-03;39.96846;116.08075;-1;0
369609;10016; 2008-02-03;39.96851;116.08073;-1;0
369609;10016; 2008-02-03;39.96841;116.0807;-1;0
369609;10016; 2008-02-03;39.96846;116.08071;-1;0
369609;10016; 2008-02-03;39.96848;116.08075;-1;0
369609;10016; 2008-02-03;39.96848;116.08073;-1;0
369609;10016; 2008-02-03;39.96847;116.08073;-1;0
369609;10019; 2008-02-03;39.83051;116.38616;-1;0
369609;10019; 2008-02-03;39.85815;116.5344;-1;0
369609;10019; 2008-02-03;39.86889;116.52234;-1;0
369609;10019; 2008-02-03;39.83104;116.40659;-1;0
369609;10019; 2008-02-03;39.83398;116.28966;-1;0
369609;10019; 2008-02-03;39.83398;116.28966;-1;0
369609;10019; 2008-02-03;39.83398;116.28966;-1;0
369609;10019; 2008-02-03;39.83398;116.28966;-1;0
369609;10019; 2008-02-03;39.83398;116.28966;-1;0
369609;10019; 2008-02-03;39.83398;116.28966;-1;0
369609;10019; 2008-02-03;39.83398;116.28966;-1;0
369609;10019; 2008-02-03;39.83398;116.28966;-1;0
369609;10019; 2008-02-03;39.83398;116.28966;-1;0
369609;10019; 2008-02-03;39.83398;116.28966;-1;0
369609;10019; 2008-02-03;39.83398;116.28966;-1;0
369609;10019; 2008-02-03;39.83398;116.28966;-1;0
369609;10019; 2008-02-03;39.83398;116.28966;-1;0
369609;10019; 2008-02-03;39.83398;116.28966;-1;0
369609;10019; 2008-02-03;39.83398;116.28966;-1;0
369609;10019; 2008-02-03;39.83398;116.28966;-1;0
369609;10019; 2008-02-03;39.83398;116.28966;-1;0
369609;10019; 2008-02-03;39.83398;116.28966;-1;0
369609;10019; 2008-02-03;39.83398;116.28966;-1;0
369609;10020; 2008-02-03;39.92941;116.09428;-1;0
369609;10020; 2008-02-03;39.92936;116.09428;-1;0
369609;10020; 2008-02-03;39.92953;116.09423;-1;0
369609;10020; 2008-02-03;39.92955;116.0942;-1;0
369609;10020; 2008-02-03;39.92953;116.09428;-1;0
369609;10020; 2008-02-03;39.92956;116.09434;-1;0
369609;10020; 2008-02-03;39.92956;116.09434;-1;0
369609;10020; 2008-02-03;39.92952;116.09417;-1;0
369609;10024; 2008-02-03;39.57588;116.43962;-1;0
369609;10028; 2008-02-03;39.8739;116.34434;-1;0
369609;10028; 2008-02-03;39.87398;116.34445;-1;0
369609;10028; 2008-02-03;39.87389;116.34449;-1;0
369609;10028; 2008-02-03;39.87409;116.34436;-1;0
369609;10028; 2008-02-03;39.87388;116.34436;-1;0
369609;10028; 2008-02-03;39.874;116.34435;-1;0
369609;10028; 2008-02-03;39.88201;116.34389;39;0
369609;10028; 2008-02-03;39.91732;116.35032;2;1
369609;10028; 2008-02-03;39.93708;116.32619;35;0
369609;10028; 2008-02-03;39.95078;116.32727;-1;0
369609;10035; 2008-02-03;39.68816;116.41198;-1;0
369609;10035; 2008-02-03;39.68814;116.412;-1;0
369609;10035; 2008-02-03;39.68814;116.41198;-1;0
369609;10035; 2008-02-03;39.68817;116.41197;-1;0
369609;10035; 2008-02-03;39.68819;116.41199;-1;0
369609;10035; 2008-02-03;39.68816;116.41197;-1;0
369609;10035; 2008-02-03;39.68817;116.412;-1;0
369609;10035; 2008-02-03;39.68818;116.41201;-1;0
369609;10036; 2008-02-03;39.99723;116.50183;-1;0
369609;10036; 2008-02-03;39.99723;116.50183;-1;0
369609;10036; 2008-02-03;39.99733;116.5018;-1;0
369609;10036; 2008-02-03;39.99733;116.5018;-1;0
369609;10036; 2008-02-03;39.99733;116.5018;-1;0
369609;10036; 2008-02-03;39.99733;116.5018;-1;0
369609;10036; 2008-02-03;39.99733;116.5018;-1;0
369609;10038; 2008-02-03;39.90411;116.60903;-1;0
369609;10038; 2008-02-03;39.90553;116.62348;-1;0
369609;10038; 2008-02-03;39.91107;116.58569;-1;0
369609;10038; 2008-02-03;39.94018;116.53667;-1;0
369609;10038; 2008-02-03;39.9325;116.47462;-1;0
369609;10038; 2008-02-03;39.93243;116.44466;1;1
369609;10038; 2008-02-03;39.93222;116.42684;1;1
369609;10040; 2008-02-03;39.5463;116.33828;-1;0
369609;10040; 2008-02-03;39.54634;116.33828;-1;0
369609;10040; 2008-02-03;39.54634;116.33826;-1;0
369609;10040; 2008-02-03;39.54634;116.33822;-1;0
369609;10040; 2008-02-03;39.54635;116.33827;-1;0
369609;10040; 2008-02-03;39.54642;116.3383;-1;0
369609;10040; 2008-02-03;39.54636;116.33825;-1;0
369609;10041; 2008-02-03;39.90405;116.48401;-1;0
369609;10041; 2008-02-03;39.90484;116.62611;-1;0
369609;10041; 2008-02-03;39.88074;116.62944;-1;0
369609;10041; 2008-02-03;39.88051;116.6296;-1;0
369609;10041; 2008-02-03;39.88035;116.62258;-1;0
369609;10041; 2008-02-03;39.89471;116.62627;-1;0
369609;10041; 2008-02-03;39.90382;116.62608;-1;0
369609;10041; 2008-02-03;39.90389;116.62619;-1;0
369609;10041; 2008-02-03;39.90815;116.60093;-1;0
369609;10041; 2008-02-03;39.91267;116.57946;-1;0
369609;10041; 2008-02-03;39.91319;116.57568;-1;0
369609;10041; 2008-02-03;39.90836;116.57106;-1;0
369609;10047; 2008-02-03;39.91381;116.419;1;1
369609;10047; 2008-02-03;39.91516;116.46281;3;0
369609;10047; 2008-02-03;39.91463;116.46512;3;1
369609;10047; 2008-02-03;39.91461;116.4651;3;1
369609;10048; 2008-02-03;39.90072;116.35085;2;1
369609;10048; 2008-02-03;39.99731;116.3309;26;0
369609;10048; 2008-02-03;40.03635;116.30389;-1;0
369609;10048; 2008-02-03;40.05095;116.30429;-1;0
369609;10048; 2008-02-03;40.05095;116.3043;-1;0
369609;10048; 2008-02-03;40.05131;116.29181;-1;0
369609;10048; 2008-02-03;40.05135;116.29188;-1;0
369609;10048; 2008-02-03;40.03425;116.30067;-1;0
369609;10048; 2008-02-03;40.03039;116.28578;-1;0
369609;10048; 2008-02-03;40.03035;116.28565;-1;0
369609;10051; 2008-02-03;39.94095;116.08009;-1;0
369609;10051; 2008-02-03;39.94095;116.07989;-1;0
369609;10051; 2008-02-03;39.94099;116.07985;-1;0
369609;10051; 2008-02-03;39.94095;116.07984;-1;0
369609;10051; 2008-02-03;39.94094;116.07979;-1;0
369609;10051; 2008-02-03;39.94099;116.07979;-1;0
369609;10051; 2008-02-03;39.94104;116.07972;-1;0
369609;10051; 2008-02-03;39.94099;116.07981;-1;0
369609;10051; 2008-02-03;39.94101;116.07982;-1;0
369609;10051; 2008-02-03;39.94097;116.07984;-1;0
369609;10053; 2008-02-03;39.96857;116.48904;4;1
369609;10060; 2008-02-03;39.88723;116.40467;6;0
369609;10060; 2008-02-03;39.88734;116.40457;6;0
369609;10060; 2008-02-03;39.88734;116.40457;6;0
369609;10060; 2008-02-03;39.88734;116.40457;6;0
369609;10060; 2008-02-03;39.88734;116.40457;6;0
369609;10060; 2008-02-03;39.88734;116.40457;6;0
369609;10060; 2008-02-03;39.88734;116.40457;6;0
369609;10060; 2008-02-03;39.88734;116.40457;6;0
369609;10060; 2008-02-03;39.88734;116.40457;6;0
369609;10060; 2008-02-03;39.88734;116.40457;6;0
369609;10060; 2008-02-03;39.88734;116.40457;6;0
369609;10060; 2008-02-03;39.88734;116.40457;6;0
369609;10060; 2008-02-03;39.88734;116.40457;6;0
369609;10060; 2008-02-03;39.88734;116.40457;6;0
369609;10060; 2008-02-03;39.88734;116.40457;6;0
